Episode,WhiteBallStartX,WhiteBallStartY,RedBallStartX,RedBallStartY,YellowBallStartX,YellowBallStartY,HitAngle,HitForce,RedTouched,YellowTouched,CushionCount,Score,Reward,TimeStamp
18,3.74,0.95,-0.93,0.72,5.44,1.75,62.88,25.93,False,True,5,0,8,2025-06-16 03:26:16
19,3.74,0.95,-0.93,0.72,5.44,1.75,197.36,30,False,False,4,0,-1,2025-06-16 03:26:28
20,3.74,0.95,-0.93,0.72,5.44,1.75,274.94,25.12,False,False,5,0,-1,2025-06-16 03:26:39
21,3.74,0.95,-0.93,0.72,5.44,1.75,161.68,21.61,False,False,3,0,-1,2025-06-16 03:26:52
22,3.74,0.95,-0.93,0.72,5.44,1.75,95.33,20.41,False,False,4,0,-1,2025-06-16 03:27:03
23,3.74,0.95,-0.93,0.72,5.44,1.75,222.53,24.99,False,False,5,0,-1,2025-06-16 03:27:15
24,3.74,0.95,-0.93,0.72,5.44,1.75,315.8,18.05,False,False,5,0,-1,2025-06-16 03:27:26
25,3.74,0.95,-0.93,0.72,5.44,1.75,202.11,28.26,False,False,4,0,-1,2025-06-16 03:27:38
26,3.74,0.95,-0.93,0.72,5.44,1.75,48.76,25.97,False,True,2,0,4,2025-06-16 03:27:49
27,3.74,0.95,-0.93,0.72,5.44,1.75,289.84,28.17,False,True,6,0,8,2025-06-16 03:28:00
28,3.74,0.95,-0.93,0.72,5.44,1.75,267.9,21.54,False,False,4,0,-1,2025-06-16 03:28:11
29,3.74,0.95,-0.93,0.72,5.44,1.75,202.96,25.9,True,False,3,0,8,2025-06-16 03:28:23
30,3.74,0.95,-0.93,0.72,5.44,1.75,103.46,19.69,False,False,4,0,-1,2025-06-16 03:28:34
31,3.74,0.95,-0.93,0.72,5.44,1.75,340,20.81,False,False,4,0,-1,2025-06-16 03:28:46
32,3.74,0.95,-0.93,0.72,5.44,1.75,108.68,17.97,False,False,4,0,-1,2025-06-16 03:28:57
33,3.74,0.95,-0.93,0.72,5.44,1.75,184.82,18.5,True,False,3,0,8,2025-06-16 03:29:09
34,3.74,0.95,-0.93,0.72,5.44,1.75,17.93,20.78,False,True,3,0,8,2025-06-16 03:29:20
35,3.74,0.95,-0.93,0.72,5.44,1.75,92.84,22.62,False,False,5,0,-1,2025-06-16 03:29:32
36,3.74,0.95,-0.93,0.72,5.44,1.75,211.87,23.96,False,True,4,0,8,2025-06-16 03:29:44
37,3.74,0.95,-0.93,0.72,5.44,1.75,0,26.52,True,True,4,1,10,2025-06-16 03:29:56
38,0.55,-2.06,1.3,-1,4.4,-1.64,247.93,21.15,False,False,4,0,-1,2025-06-16 03:30:07
39,0.55,-2.06,1.3,-1,4.4,-1.64,0,29.22,False,False,3,0,-1,2025-06-16 03:30:19
40,0.55,-2.06,1.3,-1,4.4,-1.64,252.59,24.33,False,False,5,0,-1,2025-06-16 03:30:31
41,0.55,-2.06,1.3,-1,4.4,-1.64,17.43,21.4,False,False,3,0,-1,2025-06-16 03:30:43
42,0.55,-2.06,1.3,-1,4.4,-1.64,162.51,24.98,False,False,3,0,-1,2025-06-16 03:30:55
43,0.55,-2.06,1.3,-1,4.4,-1.64,226.08,24.62,True,False,5,0,8,2025-06-16 03:31:05
44,0.55,-2.06,1.3,-1,4.4,-1.64,41.81,24.29,True,False,3,0,8,2025-06-16 03:31:17
45,0.55,-2.06,1.3,-1,4.4,-1.64,360,24.3,False,False,3,0,-1,2025-06-16 03:31:29
46,0.55,-2.06,1.3,-1,4.4,-1.64,283.63,25.99,True,False,3,0,8,2025-06-16 03:31:40
47,0.55,-2.06,1.3,-1,4.4,-1.64,282.82,24.6,True,False,4,0,8,2025-06-16 03:31:51
48,0.55,-2.06,1.3,-1,4.4,-1.64,38.21,15.9,False,False,4,0,-1,2025-06-16 03:32:02
49,0.55,-2.06,1.3,-1,4.4,-1.64,239.74,25.33,False,False,6,0,-1,2025-06-16 03:32:28
50,0.55,-2.06,1.3,-1,4.4,-1.64,201.5,24.69,False,False,4,0,-1,2025-06-16 03:32:40
51,0.55,-2.06,1.3,-1,4.4,-1.64,174.26,20.92,False,True,2,0,4,2025-06-16 03:32:52
52,0.55,-2.06,1.3,-1,4.4,-1.64,131.98,24.13,False,False,5,0,-1,2025-06-16 03:33:03
53,0.55,-2.06,1.3,-1,4.4,-1.64,47.48,26.18,True,False,2,0,4,2025-06-16 03:33:15
54,0.55,-2.06,1.3,-1,4.4,-1.64,156.68,26.98,False,False,4,0,-1,2025-06-16 03:33:27
55,0.55,-2.06,1.3,-1,4.4,-1.64,164.77,24.87,False,False,3,0,-1,2025-06-16 03:33:39
56,0.55,-2.06,1.3,-1,4.4,-1.64,229.69,24.45,False,False,5,0,-1,2025-06-16 03:33:51
57,0.55,-2.06,1.3,-1,4.4,-1.64,123.62,21.3,False,False,5,0,-1,2025-06-16 03:34:02
58,0.55,-2.06,1.3,-1,4.4,-1.64,194.74,18.41,False,True,2,0,4,2025-06-16 03:34:13
59,0.55,-2.06,1.3,-1,4.4,-1.64,279.93,23.65,False,False,5,0,-1,2025-06-16 03:34:24
60,0.55,-2.06,1.3,-1,4.4,-1.64,226.82,20.79,True,False,4,0,8,2025-06-16 03:34:35
61,0.55,-2.06,1.3,-1,4.4,-1.64,326.13,18.37,False,False,4,0,-1,2025-06-16 03:34:47
62,0.55,-2.06,1.3,-1,4.4,-1.64,236.26,26.8,False,False,5,0,-1,2025-06-16 03:34:58
63,0.55,-2.06,1.3,-1,4.4,-1.64,286.19,20.5,False,False,4,0,-1,2025-06-16 03:35:10
64,0.55,-2.06,1.3,-1,4.4,-1.64,295.69,30,False,True,4,0,8,2025-06-16 03:35:21
65,0.55,-2.06,1.3,-1,4.4,-1.64,187.78,25.62,False,False,4,0,-1,2025-06-16 03:35:33
66,0.55,-2.06,1.3,-1,4.4,-1.64,240.94,17.79,False,False,5,0,-1,2025-06-16 03:35:44
67,0.55,-2.06,1.3,-1,4.4,-1.64,80.54,21.27,True,False,2,0,4,2025-06-16 03:35:55
68,0.55,-2.06,1.3,-1,4.4,-1.64,300.59,28.71,False,False,6,0,-1,2025-06-16 03:36:06
69,0.55,-2.06,1.3,-1,4.4,-1.64,114.71,24.45,False,False,4,0,-1,2025-06-16 03:36:18
70,0.55,-2.06,1.3,-1,4.4,-1.64,83.85,27.04,True,False,4,0,8,2025-06-16 03:36:29
71,0.55,-2.06,1.3,-1,4.4,-1.64,176.98,21.11,False,True,3,0,8,2025-06-16 03:36:41
72,0.55,-2.06,1.3,-1,4.4,-1.64,224.2,25.12,False,False,6,0,-1,2025-06-16 03:36:52
73,0.55,-2.06,1.3,-1,4.4,-1.64,327.52,29.88,False,True,5,0,8,2025-06-16 03:37:03
74,0.55,-2.06,1.3,-1,4.4,-1.64,123.92,16.78,False,False,4,0,-1,2025-06-16 03:37:14
75,0.55,-2.06,1.3,-1,4.4,-1.64,325.25,17.49,False,False,4,0,-1,2025-06-16 03:37:26
76,0.55,-2.06,1.3,-1,4.4,-1.64,204.47,17.93,False,False,3,0,-1,2025-06-16 03:37:37
77,0.55,-2.06,1.3,-1,4.4,-1.64,173.31,28.17,False,False,3,0,-1,2025-06-16 03:37:50
78,0.55,-2.06,1.3,-1,4.4,-1.64,174.6,23.39,False,True,3,0,8,2025-06-16 03:38:01
79,0.55,-2.06,1.3,-1,4.4,-1.64,202.21,30,False,False,4,0,-1,2025-06-16 03:38:14
80,0.55,-2.06,1.3,-1,4.4,-1.64,0,25.51,False,False,3,0,-1,2025-06-16 03:38:26
81,0.55,-2.06,1.3,-1,4.4,-1.64,300.68,22.05,False,False,5,0,-1,2025-06-16 03:38:37
82,0.55,-2.06,1.3,-1,4.4,-1.64,67.65,23.98,False,True,2,0,4,2025-06-16 03:38:48
83,0.55,-2.06,1.3,-1,4.4,-1.64,52.74,24.22,True,False,1,0,3,2025-06-16 03:38:59
84,0.55,-2.06,1.3,-1,4.4,-1.64,360,22.18,False,False,3,0,-1,2025-06-16 03:39:11
85,0.55,-2.06,1.3,-1,4.4,-1.64,150.58,23.61,False,False,4,0,-1,2025-06-16 03:39:23
86,0.55,-2.06,1.3,-1,4.4,-1.64,217.99,28.18,False,True,5,0,8,2025-06-16 03:39:35
87,0.55,-2.06,1.3,-1,4.4,-1.64,0,24.47,False,False,3,0,-1,2025-06-16 03:39:47
88,0.55,-2.06,1.3,-1,4.4,-1.64,245.93,24.88,False,False,5,0,-1,2025-06-16 03:39:58
89,0.55,-2.06,1.3,-1,4.4,-1.64,193.38,30,False,False,4,0,-1,2025-06-16 03:40:10
90,0.55,-2.06,1.3,-1,4.4,-1.64,68.28,18.59,False,True,3,0,8,2025-06-16 03:40:21
91,0.55,-2.06,1.3,-1,4.4,-1.64,158.37,21.11,False,False,3,0,-1,2025-06-16 03:40:33
92,0.55,-2.06,1.3,-1,4.4,-1.64,254.16,18.78,False,False,4,0,-1,2025-06-16 03:40:44
93,0.55,-2.06,1.3,-1,4.4,-1.64,324.03,22.09,False,False,5,0,-1,2025-06-16 03:40:56
94,0.55,-2.06,1.3,-1,4.4,-1.64,147.47,19.4,False,True,2,0,4,2025-06-16 03:41:07
95,0.55,-2.06,1.3,-1,4.4,-1.64,141.22,25.8,False,False,5,0,-1,2025-06-16 03:41:19
96,0.55,-2.06,1.3,-1,4.4,-1.64,111.25,14.82,False,False,3,0,-1,2025-06-16 03:41:30
97,0.55,-2.06,1.3,-1,4.4,-1.64,195.36,23.69,False,True,4,0,8,2025-06-16 03:41:42
98,0.55,-2.06,1.3,-1,4.4,-1.64,224.56,26.24,False,False,6,0,-1,2025-06-16 03:41:53
99,0.55,-2.06,1.3,-1,4.4,-1.64,248.22,25.36,False,False,5,0,-1,2025-06-16 03:42:04
100,0.55,-2.06,1.3,-1,4.4,-1.64,214.11,20.56,False,False,4,0,-1,2025-06-16 03:42:16
101,0.55,-2.06,1.3,-1,4.4,-1.64,327.96,17.73,False,True,4,0,8,2025-06-16 03:42:27
102,0.55,-2.06,1.3,-1,4.4,-1.64,109.86,19.36,False,False,4,0,-1,2025-06-16 03:42:38
103,0.55,-2.06,1.3,-1,4.4,-1.64,360,22.63,False,False,3,0,-1,2025-06-16 03:42:50
104,0.55,-2.06,1.3,-1,4.4,-1.64,360,17.64,False,False,2,0,-10,2025-06-16 03:43:02
105,0.55,-2.06,1.3,-1,4.4,-1.64,332.42,25.83,False,True,4,0,8,2025-06-16 03:43:13
106,0.55,-2.06,1.3,-1,4.4,-1.64,80.34,22.76,True,False,3,0,8,2025-06-16 03:43:24
107,0.55,-2.06,1.3,-1,4.4,-1.64,199.73,26.76,False,False,4,0,-1,2025-06-16 03:43:37
108,0.55,-2.06,1.3,-1,4.4,-1.64,149.76,16.41,False,True,3,0,8,2025-06-16 03:43:48
109,0.55,-2.06,1.3,-1,4.4,-1.64,258.27,29.58,False,False,5,0,-1,2025-06-16 03:43:59
110,0.55,-2.06,1.3,-1,4.4,-1.64,303.49,22.88,False,False,5,0,-1,2025-06-16 03:44:10
111,0.55,-2.06,1.3,-1,4.4,-1.64,197.15,21.32,True,False,4,0,8,2025-06-16 03:44:21
112,0.55,-2.06,1.3,-1,4.4,-1.64,134.99,25.45,False,False,5,0,-1,2025-06-16 03:44:33
113,0.55,-2.06,1.3,-1,4.4,-1.64,201.82,20.58,False,False,3,0,-1,2025-06-16 03:44:45
114,0.55,-2.06,1.3,-1,4.4,-1.64,315.34,19.66,False,False,4,0,-1,2025-06-16 03:44:56
115,0.55,-2.06,1.3,-1,4.4,-1.64,239.62,26.08,False,False,6,0,-1,2025-06-16 03:45:08
116,0.55,-2.06,1.3,-1,4.4,-1.64,268.83,23.54,False,False,5,0,-1,2025-06-16 03:45:19
117,0.55,-2.06,1.3,-1,4.4,-1.64,151.75,30,False,False,5,0,-1,2025-06-16 03:45:31
118,0.55,-2.06,1.3,-1,4.4,-1.64,145.29,27.72,True,False,3,0,8,2025-06-16 03:45:43
119,0.55,-2.06,1.3,-1,4.4,-1.64,267.63,27.15,False,False,5,0,-1,2025-06-16 03:45:55
120,0.55,-2.06,1.3,-1,4.4,-1.64,190.07,18.43,False,False,3,0,-1,2025-06-16 03:46:07
121,0.55,-2.06,1.3,-1,4.4,-1.64,198.49,24.11,True,False,4,0,8,2025-06-16 03:46:18
122,0.55,-2.06,1.3,-1,4.4,-1.64,153.97,30,False,False,4,0,-1,2025-06-16 03:46:31
123,0.55,-2.06,1.3,-1,4.4,-1.64,167.02,26.77,False,False,3,0,-1,2025-06-16 03:46:43
124,0.55,-2.06,1.3,-1,4.4,-1.64,144.56,23.26,True,False,3,0,8,2025-06-16 03:46:54
125,0.55,-2.06,1.3,-1,4.4,-1.64,280.97,23.41,False,False,5,0,-1,2025-06-16 03:47:05
126,0.55,-2.06,1.3,-1,4.4,-1.64,210.76,30,False,False,5,0,-1,2025-06-16 03:47:17
127,0.55,-2.06,1.3,-1,4.4,-1.64,153.65,24.78,False,False,4,0,-1,2025-06-16 03:47:29
128,0.55,-2.06,1.3,-1,4.4,-1.64,138.68,25.23,False,False,5,0,-1,2025-06-16 03:47:40
129,0.55,-2.06,1.3,-1,4.4,-1.64,290.3,26.8,True,False,1,0,3,2025-06-16 03:47:51
130,0.55,-2.06,1.3,-1,4.4,-1.64,5.54,24.41,False,True,2,0,4,2025-06-16 03:48:03
131,0.55,-2.06,1.3,-1,4.4,-1.64,109.4,28.06,False,False,5,0,-1,2025-06-16 03:48:14
132,0.55,-2.06,1.3,-1,4.4,-1.64,285.07,30,True,False,4,0,8,2025-06-16 03:48:26
133,0.55,-2.06,1.3,-1,4.4,-1.64,118.37,23.88,False,False,5,0,-1,2025-06-16 03:48:37
134,0.55,-2.06,1.3,-1,4.4,-1.64,177.32,17.84,False,True,3,0,8,2025-06-16 03:48:48
135,0.55,-2.06,1.3,-1,4.4,-1.64,187.67,24.69,False,False,4,0,-1,2025-06-16 03:49:01
136,0.55,-2.06,1.3,-1,4.4,-1.64,259.74,21.4,False,False,4,0,-1,2025-06-16 03:49:12
137,0.55,-2.06,1.3,-1,4.4,-1.64,167.29,19.23,False,False,2,0,-10,2025-06-16 03:49:24
138,0.55,-2.06,1.3,-1,4.4,-1.64,305.4,22.21,False,True,4,0,8,2025-06-16 03:49:35
139,0.55,-2.06,1.3,-1,4.4,-1.64,235.18,25.65,False,False,5,0,-1,2025-06-16 03:49:46
140,0.55,-2.06,1.3,-1,4.4,-1.64,232.71,18.78,False,False,4,0,-1,2025-06-16 03:49:57
141,0.55,-2.06,1.3,-1,4.4,-1.64,154.53,20.08,False,False,3,0,-1,2025-06-16 03:50:09
142,0.55,-2.06,1.3,-1,4.4,-1.64,223.84,28.37,False,False,6,0,-1,2025-06-16 03:50:21
143,0.55,-2.06,1.3,-1,4.4,-1.64,167.86,24.35,False,False,3,0,-1,2025-06-16 03:50:33
144,0.55,-2.06,1.3,-1,4.4,-1.64,360,30,False,False,3,0,-1,2025-06-16 03:50:46
145,0.55,-2.06,1.3,-1,4.4,-1.64,172.02,30,True,True,2,0,6,2025-06-16 03:50:47
146,0.55,-2.06,1.3,-1,4.4,-1.64,163.63,25.11,False,False,3,0,-1,2025-06-16 03:50:59
147,0.55,-2.06,1.3,-1,4.4,-1.64,150.59,26.71,False,False,5,0,-1,2025-06-16 03:51:11
148,0.55,-2.06,1.3,-1,4.4,-1.64,109.3,29.42,False,False,5,0,-1,2025-06-16 03:51:22
149,0.55,-2.06,1.3,-1,4.4,-1.64,142.73,21.45,False,True,4,0,8,2025-06-16 03:51:34
150,0.55,-2.06,1.3,-1,4.4,-1.64,99.23,27.31,False,False,5,0,-1,2025-06-16 03:51:45
151,0.55,-2.06,1.3,-1,4.4,-1.64,166.06,23.23,False,False,3,0,-1,2025-06-16 03:51:57
152,0.55,-2.06,1.3,-1,4.4,-1.64,115.72,30,False,False,6,0,-1,2025-06-16 03:52:09
153,0.55,-2.06,1.3,-1,4.4,-1.64,78.81,24.2,False,False,5,0,-1,2025-06-16 03:52:20
154,0.55,-2.06,1.3,-1,4.4,-1.64,69.68,28.66,False,True,5,0,8,2025-06-16 03:52:31
155,0.55,-2.06,1.3,-1,4.4,-1.64,23.1,16.62,False,False,3,0,-1,2025-06-16 03:52:43
156,0.55,-2.06,1.3,-1,4.4,-1.64,0,22.53,False,False,3,0,-1,2025-06-16 03:52:55
157,0.55,-2.06,1.3,-1,4.4,-1.64,130.5,19.41,False,False,4,0,-1,2025-06-16 03:53:06
158,0.55,-2.06,1.3,-1,4.4,-1.64,222.05,20.56,False,True,4,0,8,2025-06-16 03:53:17
159,0.55,-2.06,1.3,-1,4.4,-1.64,199.99,22.86,False,False,4,0,-1,2025-06-16 03:53:29
160,0.55,-2.06,1.3,-1,4.4,-1.64,116.2,21.38,False,False,5,0,-1,2025-06-16 03:53:40
161,0.55,-2.06,1.3,-1,4.4,-1.64,95.43,21.68,False,False,4,0,-1,2025-06-16 03:53:52
162,0.55,-2.06,1.3,-1,4.4,-1.64,271.11,22.69,False,False,5,0,-1,2025-06-16 03:54:03
163,0.55,-2.06,1.3,-1,4.4,-1.64,0,30,False,False,3,0,-1,2025-06-16 03:54:16
164,0.55,-2.06,1.3,-1,4.4,-1.64,198.1,22.17,True,False,3,0,8,2025-06-16 03:54:28
165,0.55,-2.06,1.3,-1,4.4,-1.64,125.95,17.83,False,False,4,0,-1,2025-06-16 03:54:39
166,0.55,-2.06,1.3,-1,4.4,-1.64,0,25.64,False,False,3,0,-1,2025-06-16 03:54:51
167,0.55,-2.06,1.3,-1,4.4,-1.64,140.36,19.57,False,False,4,0,-1,2025-06-16 03:55:02
168,0.55,-2.06,1.3,-1,4.4,-1.64,0,26.36,False,False,3,0,-1,2025-06-16 03:55:15
169,0.55,-2.06,1.3,-1,4.4,-1.64,307.84,30,True,False,5,0,8,2025-06-16 03:55:26
170,0.55,-2.06,1.3,-1,4.4,-1.64,193.37,20.86,False,False,3,0,-1,2025-06-16 03:55:38
171,0.55,-2.06,1.3,-1,4.4,-1.64,183.66,17.63,False,False,2,0,-10,2025-06-16 03:55:50
172,0.55,-2.06,1.3,-1,4.4,-1.64,179.98,26.72,False,False,3,0,-1,2025-06-16 03:56:02
173,0.55,-2.06,1.3,-1,4.4,-1.64,137.77,23.72,False,False,5,0,-1,2025-06-16 03:56:14
174,0.55,-2.06,1.3,-1,4.4,-1.64,309.58,17.08,False,False,4,0,-1,2025-06-16 03:56:25
175,0.55,-2.06,1.3,-1,4.4,-1.64,189.66,28.24,False,False,4,0,-1,2025-06-16 03:56:38
176,0.55,-2.06,1.3,-1,4.4,-1.64,267.98,18.17,False,False,4,0,-1,2025-06-16 03:56:49
177,0.55,-2.06,1.3,-1,4.4,-1.64,323.68,29.66,False,False,5,0,-1,2025-06-16 03:57:01
178,0.55,-2.06,1.3,-1,4.4,-1.64,105.93,20.1,False,False,4,0,-1,2025-06-16 03:57:12
179,0.55,-2.06,1.3,-1,4.4,-1.64,172.22,24.84,True,False,4,0,8,2025-06-16 03:57:24
180,0.55,-2.06,1.3,-1,4.4,-1.64,187.58,28.46,False,False,4,0,-1,2025-06-16 03:57:36
181,0.55,-2.06,1.3,-1,4.4,-1.64,344.63,24.02,False,True,3,0,8,2025-06-16 03:57:48
182,0.55,-2.06,1.3,-1,4.4,-1.64,119.09,19.43,False,False,5,0,-1,2025-06-16 03:57:59
183,0.55,-2.06,1.3,-1,4.4,-1.64,115,24.89,False,False,4,0,-1,2025-06-16 03:58:10
184,0.55,-2.06,1.3,-1,4.4,-1.64,303.86,18.46,False,False,5,0,-1,2025-06-16 03:58:21
185,0.55,-2.06,1.3,-1,4.4,-1.64,319.63,23.27,False,False,5,0,-1,2025-06-16 03:58:32
186,0.55,-2.06,1.3,-1,4.4,-1.64,87.49,20.08,False,False,4,0,-1,2025-06-16 03:58:44
187,0.55,-2.06,1.3,-1,4.4,-1.64,190.11,25.42,False,False,4,0,-1,2025-06-16 03:58:56
188,0.55,-2.06,1.3,-1,4.4,-1.64,243.23,18.81,False,False,4,0,-1,2025-06-16 03:59:07
189,0.55,-2.06,1.3,-1,4.4,-1.64,150.28,24.19,False,True,3,0,8,2025-06-16 03:59:18
190,0.55,-2.06,1.3,-1,4.4,-1.64,230.48,28.62,False,False,5,0,-1,2025-06-16 03:59:29
191,0.55,-2.06,1.3,-1,4.4,-1.64,360,24.57,False,False,3,0,-1,2025-06-16 03:59:42
192,0.55,-2.06,1.3,-1,4.4,-1.64,298.22,23.38,False,False,5,0,-1,2025-06-16 03:59:53
193,0.55,-2.06,1.3,-1,4.4,-1.64,51.04,20.25,True,False,1,0,3,2025-06-16 04:00:04
194,0.55,-2.06,1.3,-1,4.4,-1.64,360,27.34,False,False,3,0,-1,2025-06-16 04:00:17
195,0.55,-2.06,1.3,-1,4.4,-1.64,114.21,22.2,False,False,4,0,-1,2025-06-16 04:00:28
196,0.55,-2.06,1.3,-1,4.4,-1.64,68.93,27.48,False,True,5,0,8,2025-06-16 04:00:39
197,0.55,-2.06,1.3,-1,4.4,-1.64,60.86,26.8,True,False,3,0,8,2025-06-16 04:00:52
198,0.55,-2.06,1.3,-1,4.4,-1.64,216.76,30,False,False,5,0,-1,2025-06-16 04:01:04
199,0.55,-2.06,1.3,-1,4.4,-1.64,178.44,28.85,False,True,4,0,8,2025-06-16 04:01:16
200,0.55,-2.06,1.3,-1,4.4,-1.64,110.72,24.67,False,False,4,0,-1,2025-06-16 04:01:28
201,0.55,-2.06,1.3,-1,4.4,-1.64,1.63,19.38,False,False,3,0,-1,2025-06-16 04:01:39
202,0.55,-2.06,1.3,-1,4.4,-1.64,165.18,26.6,False,False,3,0,-1,2025-06-16 04:01:52
203,0.55,-2.06,1.3,-1,4.4,-1.64,255.54,19.92,False,False,4,0,-1,2025-06-16 04:02:03
204,0.55,-2.06,1.3,-1,4.4,-1.64,209.9,23.87,False,False,4,0,-1,2025-06-16 04:02:15
205,0.55,-2.06,1.3,-1,4.4,-1.64,147.12,23.56,False,True,3,0,8,2025-06-16 04:02:27
206,0.55,-2.06,1.3,-1,4.4,-1.64,164.96,18.55,False,False,2,0,-10,2025-06-16 04:02:39
207,0.55,-2.06,1.3,-1,4.4,-1.64,141.67,29.22,False,True,4,0,8,2025-06-16 04:02:50
208,0.55,-2.06,1.3,-1,4.4,-1.64,151.8,20.05,False,False,3,0,-1,2025-06-16 04:03:02
209,0.55,-2.06,1.3,-1,4.4,-1.64,231.51,30,False,False,5,0,-1,2025-06-16 04:03:14
210,0.55,-2.06,1.3,-1,4.4,-1.64,274.14,22.6,False,False,5,0,-1,2025-06-16 04:03:25
211,0.55,-2.06,1.3,-1,4.4,-1.64,0,14.21,False,False,2,0,-10,2025-06-16 04:03:37
212,0.55,-2.06,1.3,-1,4.4,-1.64,227.62,21.76,False,False,5,0,-1,2025-06-16 04:03:48
213,0.55,-2.06,1.3,-1,4.4,-1.64,29.76,22.82,False,False,4,0,-1,2025-06-16 04:04:00
214,0.55,-2.06,1.3,-1,4.4,-1.64,140.26,29.49,False,False,5,0,-1,2025-06-16 04:04:12
215,0.55,-2.06,1.3,-1,4.4,-1.64,255.16,13.51,False,False,3,0,-1,2025-06-16 04:04:23
216,0.55,-2.06,1.3,-1,4.4,-1.64,293.52,30,True,False,5,0,8,2025-06-16 04:04:34
217,0.55,-2.06,1.3,-1,4.4,-1.64,185.38,24.13,False,False,3,0,-1,2025-06-16 04:04:46
218,0.55,-2.06,1.3,-1,4.4,-1.64,94.03,21.88,False,False,4,0,-1,2025-06-16 04:04:58
219,0.55,-2.06,1.3,-1,4.4,-1.64,246.66,23.82,False,False,5,0,-1,2025-06-16 04:05:09
220,0.55,-2.06,1.3,-1,4.4,-1.64,271.11,27.21,False,False,5,0,-1,2025-06-16 04:05:20
221,0.55,-2.06,1.3,-1,4.4,-1.64,87.95,21.83,False,False,4,0,-1,2025-06-16 04:05:32
222,0.55,-2.06,1.3,-1,4.4,-1.64,360,18.58,False,False,2,0,-10,2025-06-16 04:05:44
223,0.55,-2.06,1.3,-1,4.4,-1.64,347.66,22.18,False,False,4,0,-1,2025-06-16 04:05:56
224,0.55,-2.06,1.3,-1,4.4,-1.64,360,21.93,False,False,3,0,-1,2025-06-16 04:06:08
225,0.55,-2.06,1.3,-1,4.4,-1.64,157.82,23.14,False,False,4,0,-1,2025-06-16 04:06:20
226,0.55,-2.06,1.3,-1,4.4,-1.64,10.17,25.03,True,False,2,0,4,2025-06-16 04:06:32
227,0.55,-2.06,1.3,-1,4.4,-1.64,229.46,23.83,False,False,5,0,-1,2025-06-16 04:06:43
228,0.55,-2.06,1.3,-1,4.4,-1.64,178.24,17.89,False,True,3,0,8,2025-06-16 04:06:55
229,0.55,-2.06,1.3,-1,4.4,-1.64,147.54,16.22,False,True,2,0,4,2025-06-16 04:07:06
230,0.55,-2.06,1.3,-1,4.4,-1.64,277.97,26.33,False,False,5,0,-1,2025-06-16 04:07:17
231,0.55,-2.06,1.3,-1,4.4,-1.64,102.04,15.31,False,False,3,0,-1,2025-06-16 04:07:28
232,0.55,-2.06,1.3,-1,4.4,-1.64,147.73,26.38,False,True,3,0,8,2025-06-16 04:07:39
233,0.55,-2.06,1.3,-1,4.4,-1.64,204.65,22.54,False,False,4,0,-1,2025-06-16 04:07:51
234,0.55,-2.06,1.3,-1,4.4,-1.64,273.11,29.37,False,False,5,0,-1,2025-06-16 04:08:03
235,0.55,-2.06,1.3,-1,4.4,-1.64,314.99,22.45,False,False,5,0,-1,2025-06-16 04:08:14
