Episode,WhiteBallStartX,WhiteBallStartY,RedBallStartX,RedBallStartY,YellowBallStartX,YellowBallStartY,HitAngle,HitForce,RedTouched,YellowTouched,CushionCount,Score,Reward,TimeStamp
138,0.55,-2.06,1.3,-1,4.4,-1.64,342.86,15.47,False,False,3,0,-1,2025-06-15 15:02:21
139,0.55,-2.06,1.3,-1,4.4,-1.64,135.77,18.62,False,False,4,0,-1,2025-06-15 15:02:33
140,0.55,-2.06,1.3,-1,4.4,-1.64,294.86,16.75,False,True,3,0,8,2025-06-15 15:02:43
141,0.55,-2.06,1.3,-1,4.4,-1.64,86.69,10.41,False,False,2,0,-10,2025-06-15 15:02:54
142,0.55,-2.06,1.3,-1,4.4,-1.64,0,21.11,False,False,3,0,-1,2025-06-15 15:03:06
143,0.55,-2.06,1.3,-1,4.4,-1.64,147.46,19.12,False,True,2,0,4,2025-06-15 15:03:17
144,0.55,-2.06,1.3,-1,4.4,-1.64,148.73,16.82,False,False,4,0,-1,2025-06-15 15:03:29
145,0.55,-2.06,1.3,-1,4.4,-1.64,0,22.82,False,False,3,0,-1,2025-06-15 15:03:41
146,0.55,-2.06,1.3,-1,4.4,-1.64,180.99,16.32,False,False,2,0,-10,2025-06-15 15:03:53
147,0.55,-2.06,1.3,-1,4.4,-1.64,54.86,24.8,True,False,1,0,3,2025-06-15 15:04:04
148,0.55,-2.06,1.3,-1,4.4,-1.64,175.61,18.48,False,True,2,0,4,2025-06-15 15:04:15
149,0.55,-2.06,1.3,-1,4.4,-1.64,220.62,23.51,True,False,4,0,8,2025-06-15 15:04:26
150,0.55,-2.06,1.3,-1,4.4,-1.64,53.12,29.15,True,True,0,0,4,2025-06-15 15:04:27
151,0.55,-2.06,1.3,-1,4.4,-1.64,238.18,30,False,False,6,0,-1,2025-06-15 15:04:39
152,0.55,-2.06,1.3,-1,4.4,-1.64,169.28,22.82,True,False,3,0,8,2025-06-15 15:04:51
153,0.55,-2.06,1.3,-1,4.4,-1.64,172.22,24.63,True,False,4,0,8,2025-06-15 15:05:02
154,0.55,-2.06,1.3,-1,4.4,-1.64,236.67,23.15,False,False,5,0,-1,2025-06-15 15:05:13
155,0.55,-2.06,1.3,-1,4.4,-1.64,360,30,False,False,3,0,-1,2025-06-15 15:05:26
156,0.55,-2.06,1.3,-1,4.4,-1.64,120.52,19.67,False,False,5,0,-1,2025-06-15 15:05:37
157,0.55,-2.06,1.3,-1,4.4,-1.64,234.73,29.78,False,False,6,0,-1,2025-06-15 15:05:48
158,0.55,-2.06,1.3,-1,4.4,-1.64,153.96,27.1,False,False,4,0,-1,2025-06-15 15:06:00
159,0.55,-2.06,1.3,-1,4.4,-1.64,239.91,21.43,False,False,5,0,-1,2025-06-15 15:06:11
160,0.55,-2.06,1.3,-1,4.4,-1.64,158.57,24.99,False,False,4,0,-1,2025-06-15 15:06:23
161,0.55,-2.06,1.3,-1,4.4,-1.64,118.4,17.5,False,False,4,0,-1,2025-06-15 15:06:34
162,0.55,-2.06,1.3,-1,4.4,-1.64,196.86,19.7,True,False,4,0,8,2025-06-15 15:06:46
163,0.55,-2.06,1.3,-1,4.4,-1.64,219.72,21.03,True,True,4,1,10,2025-06-15 15:06:57
164,-1.22,0.99,5.04,0.14,3.84,1.4,121.02,18.87,False,False,5,0,-1,2025-06-15 15:07:07
165,-1.22,0.99,5.04,0.14,3.84,1.4,257.91,25.32,False,False,5,0,-1,2025-06-15 15:07:19
166,-1.22,0.99,5.04,0.14,3.84,1.4,283.89,25.11,False,False,5,0,-1,2025-06-15 15:07:30
167,-1.22,0.99,5.04,0.14,3.84,1.4,229.79,21.85,False,False,4,0,-1,2025-06-15 15:07:42
168,-1.22,0.99,5.04,0.14,3.84,1.4,0,22.58,False,False,3,0,-1,2025-06-15 15:07:54
169,-1.22,0.99,5.04,0.14,3.84,1.4,156.24,18.33,True,False,4,0,8,2025-06-15 15:08:04
170,-1.22,0.99,5.04,0.14,3.84,1.4,307.45,20.95,False,False,4,0,-1,2025-06-15 15:08:16
171,-1.22,0.99,5.04,0.14,3.84,1.4,249.72,18.47,False,False,4,0,-1,2025-06-15 15:08:27
172,-1.22,0.99,5.04,0.14,3.84,1.4,345.52,20.62,False,False,2,0,-10,2025-06-15 15:08:39
173,-1.22,0.99,5.04,0.14,3.84,1.4,340.48,19.58,False,False,3,0,-1,2025-06-15 15:08:51
174,-1.22,0.99,5.04,0.14,3.84,1.4,211.82,18.24,False,False,4,0,-1,2025-06-15 15:09:02
175,-1.22,0.99,5.04,0.14,3.84,1.4,360,21.27,False,False,3,0,-1,2025-06-15 15:09:14
176,-1.22,0.99,5.04,0.14,3.84,1.4,270.49,20.22,False,False,4,0,-1,2025-06-15 15:09:26
177,-1.22,0.99,5.04,0.14,3.84,1.4,253.26,26.67,False,False,5,0,-1,2025-06-15 15:09:37
178,-1.22,0.99,5.04,0.14,3.84,1.4,315.62,30,False,False,6,0,-1,2025-06-15 15:09:48
179,-1.22,0.99,5.04,0.14,3.84,1.4,306.72,23.72,False,False,5,0,-1,2025-06-15 15:10:00
180,-1.22,0.99,5.04,0.14,3.84,1.4,237.13,27.75,False,False,5,0,-1,2025-06-15 15:10:11
181,-1.22,0.99,5.04,0.14,3.84,1.4,146.4,25.67,False,False,4,0,-1,2025-06-15 15:10:23
182,-1.22,0.99,5.04,0.14,3.84,1.4,60.18,18.6,False,False,5,0,-1,2025-06-15 15:10:34
183,-1.22,0.99,5.04,0.14,3.84,1.4,169.99,19.74,False,False,3,0,-1,2025-06-15 15:10:46
184,-1.22,0.99,5.04,0.14,3.84,1.4,311.83,22.63,True,False,2,0,4,2025-06-15 15:10:58
185,-1.22,0.99,5.04,0.14,3.84,1.4,57.89,30,True,False,4,0,8,2025-06-15 15:11:09
186,-1.22,0.99,5.04,0.14,3.84,1.4,189.6,20.2,True,False,2,0,4,2025-06-15 15:11:21
187,-1.22,0.99,5.04,0.14,3.84,1.4,241.51,26.98,False,False,5,0,-1,2025-06-15 15:11:32
188,-1.22,0.99,5.04,0.14,3.84,1.4,314.5,21.04,False,False,4,0,-1,2025-06-15 15:11:44
189,-1.22,0.99,5.04,0.14,3.84,1.4,230.75,23.02,False,True,4,0,8,2025-06-15 15:11:54
190,-1.22,0.99,5.04,0.14,3.84,1.4,224.28,26.51,False,False,5,0,-1,2025-06-15 15:12:06
191,-1.22,0.99,5.04,0.14,3.84,1.4,360,20.81,False,False,3,0,-1,2025-06-15 15:12:18
192,-1.22,0.99,5.04,0.14,3.84,1.4,122.59,18.81,False,False,5,0,-1,2025-06-15 15:12:29
193,-1.22,0.99,5.04,0.14,3.84,1.4,92.22,25.77,False,False,5,0,-1,2025-06-15 15:12:40
194,-1.22,0.99,5.04,0.14,3.84,1.4,228.54,21.27,True,False,4,0,8,2025-06-15 15:12:51
195,-1.22,0.99,5.04,0.14,3.84,1.4,147.24,22.58,False,False,4,0,-1,2025-06-15 15:13:03
196,-1.22,0.99,5.04,0.14,3.84,1.4,321.56,24.62,False,False,5,0,-1,2025-06-15 15:13:14
197,-1.22,0.99,5.04,0.14,3.84,1.4,93.21,27.34,False,False,5,0,-1,2025-06-15 15:13:26
198,-1.22,0.99,5.04,0.14,3.84,1.4,232.37,22.58,False,False,5,0,-1,2025-06-15 15:13:37
199,-1.22,0.99,5.04,0.14,3.84,1.4,149.65,26.25,False,False,5,0,-1,2025-06-15 15:13:49
200,-1.22,0.99,5.04,0.14,3.84,1.4,272.2,29.94,False,False,5,0,-1,2025-06-15 15:14:00
201,-1.22,0.99,5.04,0.14,3.84,1.4,206.88,23.97,True,False,3,0,8,2025-06-15 15:14:12
202,-1.22,0.99,5.04,0.14,3.84,1.4,360,22.19,False,False,3,0,-1,2025-06-15 15:14:24
203,-1.22,0.99,5.04,0.14,3.84,1.4,328.2,27.42,False,False,5,0,-1,2025-06-15 15:14:36
204,-1.22,0.99,5.04,0.14,3.84,1.4,121.73,24.49,False,False,5,0,-1,2025-06-15 15:14:47
205,-1.22,0.99,5.04,0.14,3.84,1.4,260.27,16.4,False,False,4,0,-1,2025-06-15 15:14:58
206,-1.22,0.99,5.04,0.14,3.84,1.4,360,23.29,False,False,3,0,-1,2025-06-15 15:15:10
207,-1.22,0.99,5.04,0.14,3.84,1.4,357.39,19.6,False,False,2,0,-10,2025-06-15 15:15:22
208,-1.22,0.99,5.04,0.14,3.84,1.4,124.21,25.99,False,False,5,0,-1,2025-06-15 15:15:34
209,-1.22,0.99,5.04,0.14,3.84,1.4,196.13,29.36,False,False,3,0,-1,2025-06-15 15:15:46
210,-1.22,0.99,5.04,0.14,3.84,1.4,174.09,26.2,False,True,3,0,8,2025-06-15 15:15:58
211,-1.22,0.99,5.04,0.14,3.84,1.4,298.41,30,False,True,3,0,8,2025-06-15 15:16:09
212,-1.22,0.99,5.04,0.14,3.84,1.4,340.76,16.3,False,False,3,0,-1,2025-06-15 15:16:21
213,-1.22,0.99,5.04,0.14,3.84,1.4,254.68,24.45,False,False,5,0,-1,2025-06-15 15:16:32
214,-1.22,0.99,5.04,0.14,3.84,1.4,259.88,21.19,False,False,4,0,-1,2025-06-15 15:16:44
215,-1.22,0.99,5.04,0.14,3.84,1.4,300.91,25.9,True,False,4,0,8,2025-06-15 15:16:55
216,-1.22,0.99,5.04,0.14,3.84,1.4,137.68,25.61,False,False,5,0,-1,2025-06-15 15:17:07
217,-1.22,0.99,5.04,0.14,3.84,1.4,225.14,22.92,False,False,5,0,-1,2025-06-15 15:17:18
218,-1.22,0.99,5.04,0.14,3.84,1.4,148.91,26.91,False,False,5,0,-1,2025-06-15 15:17:29
219,-1.22,0.99,5.04,0.14,3.84,1.4,201.27,25.86,False,False,4,0,-1,2025-06-15 15:17:42
220,-1.22,0.99,5.04,0.14,3.84,1.4,230.76,15.21,False,False,4,0,-1,2025-06-15 15:17:52
221,-1.22,0.99,5.04,0.14,3.84,1.4,336.88,17.76,False,False,3,0,-1,2025-06-15 15:18:04
222,-1.22,0.99,5.04,0.14,3.84,1.4,182.45,20.23,False,False,3,0,-1,2025-06-15 15:18:16
223,-1.22,0.99,5.04,0.14,3.84,1.4,332.23,14.94,False,False,3,0,-1,2025-06-15 15:18:27
224,-1.22,0.99,5.04,0.14,3.84,1.4,348.96,17.6,False,False,2,0,-10,2025-06-15 15:18:39
225,-1.22,0.99,5.04,0.14,3.84,1.4,0,21.5,False,False,3,0,-1,2025-06-15 15:18:51
226,-1.22,0.99,5.04,0.14,3.84,1.4,277.07,21.41,False,False,4,0,-1,2025-06-15 15:19:03
227,-1.22,0.99,5.04,0.14,3.84,1.4,76.87,28.57,False,False,5,0,-1,2025-06-15 15:19:14
228,-1.22,0.99,5.04,0.14,3.84,1.4,235.66,22.67,False,False,5,0,-1,2025-06-15 15:19:25
229,-1.22,0.99,5.04,0.14,3.84,1.4,169.12,28.69,False,False,3,0,-1,2025-06-15 15:19:38
230,-1.22,0.99,5.04,0.14,3.84,1.4,97.04,25.61,False,False,5,0,-1,2025-06-15 15:19:49
231,-1.22,0.99,5.04,0.14,3.84,1.4,278.25,21.2,False,False,4,0,-1,2025-06-15 15:20:01
232,-1.22,0.99,5.04,0.14,3.84,1.4,169.81,21.19,False,False,3,0,-1,2025-06-15 15:20:13
233,-1.22,0.99,5.04,0.14,3.84,1.4,162.37,22.03,False,True,4,0,8,2025-06-15 15:20:24
234,-1.22,0.99,5.04,0.14,3.84,1.4,85.25,20.02,False,False,4,0,-1,2025-06-15 15:20:36
235,-1.22,0.99,5.04,0.14,3.84,1.4,155.11,30,False,False,4,0,-1,2025-06-15 15:20:48
